1,24.74
2,24.33
3,24.5
4,24.33
5,24.81
6,23.88
7,23.81
8,24.82
9,24.82
10,24.72
11,23.72
12,23.82
13,24.56
14,25.89
15,24.98
16,24.71
18,25.14
19,25.33
20,24.54
21,25.3
22,25.19
23,24.25
24,25.22
25,25.82
26,25.98
27,25.86
29,24.37
30,23.62
31,23.38
32,22.48
33,25.43
34,24.87
35,25.13
36,23.73
37,25.38
38,24.77
39,25.29
40,24.43
41,24.83
42,23.91
43,23.11
44,24.82
45,24.37
46,22.96
47,23.87
48,24.31
49,22.82
50,23.01
51,23.91
52,24.29
53,24.24
54,23.1
55,23.87
56,22.75
57,23.72
58,24.16
59,23.43
60,23.17
61,23.43
62,23.38
63,22.94
64,24.48
65,23.98
66,24.54
67,24.14
68,23.18
69,23.77
70,23.58
71,23.89
72,22.83
73,23.6
74,23.86
75,23.49
76,25.01
77,22.87
78,23.13
79,24.71
80,24.39
81,24.41
82,24.72
83,24.1
84,23.97
85,24.1
86,24.39
87,23.19
88,23.66
89,23.95
90,24.15
91,25.02
92,24.2
93,24.61
94,23.66
95,22.29
96,24.6
97,23.67
98,23.67
99,23.41
100,23.25
101,23.55
102,23.55
103,22.97
104,23.29
105,22.87
106,23.02
107,22.7
108,23.5
109,23.51
121,25.82
122,24.39
123,23.34
124,23.23
125,23.35
126,23.96
127,25.36
128,24.65
129,24.46
130,23.87
131,23.03
132,25.62
133,23.82
134,24.36
142,23.65
143,23.27
144,22.66
145,23.1
146,23.48
147,24.1
148,25.43
156,24.31
157,22.34
158,23.12
159,24.75
160,23.12
161,23.78
162,23.68
163,24.77
164,24.95
165,24.37
166,23.8
167,24.23
168,23.64
169,23.42
170,22.45
171,23.35
172,24.36
173,24.98
174,24.19
175,23.86
176,23.05
177,23.45
178,23.6
179,25.94
186,24.47
187,24.13
188,23.98
189,24.07
190,23.83
191,24.26
192,24.87
193,23.51
194,23.23
195,24.16
196,23.05
197,24.08
198,24.74
199,23.38
200,24.15
201,23.53
202,23.38
203,24.2
204,24.35
205,24.41
206,23.64
207,23.85
208,23.73
209,24.07
210,24.54
211,23.8
212,24.11
213,23.41
214,23.87
215,23.78
216,23.3
217,24.28
218,24.44
219,24.44
220,24.72
221,24.73
222,23.54
223,23.28
224,23.95
225,23.85
226,24.33
227,23.6
228,24.1
229,23.69
230,22.64
231,23.34
232,23.78
233,22.73
234,22.93
235,22.6
236,23.42
237,24.11
238,22.8
239,22.42
240,24
241,23.85
242,23.53
243,24.16
244,24.12
245,23.84
246,24.02
247,23.96
248,23.57
249,23.58
251,23.15
252,23.48
253,24.09
254,23.9
255,22.57
256,22.8
257,22.64
258,22.67
259,22.5
261,22.42
262,22.6
263,23.24
264,22.48
265,22.9
266,22.82
267,22.86
268,23.83
269,22.67
270,22.64
271,24.44
272,23.66
273,23.42
274,22.81
275,23.11
276,23.99
277,22.91
278,23.1
279,22.24
280,22.27
281,22.26
283,22.79
284,22.92
286,21.77
290,23.83
291,23.21
292,22.13
293,22.47
294,22.23
295,23.31
296,22.94
297,23.47
298,24.19
299,23.85
300,23.35
301,23.09
302,23.22
303,21.78
304,24.58
305,23.79
306,24.16
307,23.64
308,23.98
309,24.36
310,23.29
311,24.14
312,22.86
313,23.82
314,23.76
315,22.2
316,21.98
317,23.82
318,24.96
319,24.03
320,24.32
321,22.53
322,22.83
323,24.17
324,23.62
325,23.89
335,25.85
336,23.74
337,24.43
338,24.26
339,24.68
340,23.62
341,22.93
342,23.89
343,22.67
344,22.47
345,24.39
346,23.95
347,25.35
348,25.17
349,24.84
350,24.32
351,24.13
352,23.88
353,24.27
354,24.34
355,23.94
356,24.44
357,24.67
358,24.62
359,24.41
360,23.59
361,24.05
362,24.54
363,25.33
364,25.27
365,23.18
366,23.36
367,23.84
368,21.99
369,22.49
370,25.12
371,25.1
372,24.64
373,23.96
374,24.58
375,24.43
376,24.25
377,24.47
378,24.42
379,24.13
380,25.23
381,24.54
382,24.87
383,23.58
384,24.08
385,24.25
386,24.63
387,23.76
388,24.05
389,24.61
390,24.45
391,24.57
392,23.77
393,24.48
394,23.57
395,25.35
396,25.02
397,24.34
398,24.16
399,24.01
400,24.03
401,23.73
402,25.04
403,24.86
404,25.6
405,24.42
406,24.67
407,25.22
408,25.76
409,24.38
410,23.25
411,24.35
412,24.94
413,23.35
414,22.16
415,23.62
416,22.63
417,24.28
418,24.46
419,23.53
420,23.12
421,22.32
422,22.55
423,23.07
424,22.63
425,22.4
426,22.59
427,23.7
428,24.02
429,24.17
430,22.62
431,23.4
432,24.59
433,22.74
434,23.38
435,22.31
436,22.07
437,23.97
438,24.14
439,24.06
440,23.46
441,22.94
442,23.35
443,23.79
444,24.64
445,24.69
446,23.95
447,23.89
448,23.79
449,24.13
450,23.87
451,24.27
452,23.82
453,25.01
454,24.38
455,23.9
457,22.98
458,24.37
459,22.39
460,22.23
461,23.31
462,22.35
463,24.26
464,24.86
465,22.12
466,23.57
467,23.4
468,24.04
469,23.76
470,21.79
471,22.19
472,23.79
473,24
474,23.76
475,23.69
476,24.44
477,23.84
489,22.66
490,23.27
491,22.6
492,22.82
493,22.18
494,23.78
495,23.29
496,23.29
497,22.79
498,23.37
